Objects
50
,,Global Angle Drone_2:Drone_2,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm
291,0,-0.017384,-0.053570,0.069778,13.542217,-48.420097,1007.010315
292,0,-0.015373,-0.057452,0.068838,14.413094,-47.369274,1003.976929
293,0,-0.014141,-0.061836,0.066706,15.272661,-46.387569,1000.876099
294,0,-0.022762,-0.062521,0.062409,16.161741,-45.885296,997.214111
295,0,0.024138,-0.051432,0.091508,17.343672,-43.941418,994.009399
296,0,0.022914,-0.049234,0.090752,17.957212,-43.222275,990.663330
297,0,0.025439,-0.051137,0.090485,18.733158,-42.476662,987.220764
298,0,0.030860,-0.052849,0.089520,19.384472,-41.779869,983.717590
299,0,0.035190,-0.051891,0.087151,19.826975,-41.279678,979.900085
300,0,0.035321,-0.045288,0.088338,20.270090,-40.953239,975.906555
301,0,0.031906,-0.031729,0.096712,21.052565,-40.493919,971.391235
302,0,0.032500,-0.033161,0.096571,21.466425,-40.367062,967.859558
303,0,0.030525,-0.035981,0.094515,21.796360,-40.462055,964.140869
304,0,0.027198,-0.039129,0.092747,22.021620,-40.724785,960.715820
305,0,0.026356,-0.041889,0.091893,21.980843,-41.202847,957.788513
306,0,0.026129,-0.044745,0.089375,21.873346,-41.789146,954.769958
307,0,0.022408,-0.044490,0.090505,21.732075,-42.204895,951.031433
308,0,0.020625,-0.045208,0.090326,21.360624,-42.731430,947.933472
309,0,0.017224,-0.044329,0.090693,20.996931,-43.483795,944.737488
310,0,0.013961,-0.043983,0.090811,20.325867,-44.153355,941.859802
311,0,0.009731,-0.048401,0.086556,19.699045,-44.726421,938.402832
312,0,0.005650,-0.051151,0.082994,19.246187,-45.610558,934.921021
313,0,0.006515,-0.053642,0.080638,17.655056,-46.572666,934.025085
314,0,0.004951,-0.049790,0.081304,16.624813,-47.474827,931.409485
315,0,0.000720,-0.033508,0.094430,15.723287,-48.034637,929.031555
316,0,-0.016736,-0.014173,0.088961,17.173389,-45.807880,924.924866
317,0,-0.018921,-0.018443,0.080694,15.621906,-47.019581,922.486206
318,0,-0.019055,-0.020552,0.076409,13.839434,-48.372349,920.453186
319,0,-0.022215,-0.020312,0.072308,12.294787,-49.308201,918.368896
320,0,-0.025205,-0.019978,0.070091,10.538531,-50.223595,916.117981
321,0,-0.026559,-0.017196,0.071816,8.948833,-50.909935,913.825073
322,0,-0.018074,0.001780,0.105869,6.341016,-52.958477,912.335754
323,0,-0.020587,0.002934,0.102461,5.155932,-53.443737,909.927490
324,0,-0.019228,0.006853,0.105730,3.797080,-54.165260,907.809753
325,0,-0.018081,0.010718,0.109042,2.553436,-54.867912,905.866028
326,0,-0.018708,0.011772,0.109001,1.440323,-55.350388,903.869385
327,0,-0.017423,0.012433,0.108364,0.740543,-55.657154,901.774780
328,0,-0.020137,0.019310,0.108995,-0.184244,-56.031666,900.454041
329,0,-0.021453,0.021045,0.106685,-0.827944,-56.352798,898.783020
330,0,-0.021208,0.026391,0.106752,-1.387558,-56.381447,897.339355
331,0,-0.018246,0.028823,0.108159,-1.994988,-56.724686,895.808960
332,0,-0.015340,0.028242,0.107043,-2.417732,-56.854500,894.643433
333,0,-0.013485,0.027249,0.106649,-2.548869,-56.818665,892.897461
334,0,-0.010668,0.023536,0.104606,-2.609910,-56.863277,891.360535
335,0,-0.007113,0.022171,0.104267,-2.449395,-56.634922,889.673523
336,0,-0.007680,0.019435,0.099564,-2.197097,-56.209751,888.259033
337,0,-0.006189,0.018907,0.098410,-1.923630,-56.111378,887.263062
338,0,-0.004121,0.019486,0.097949,-1.442645,-55.994633,886.186951
339,0,-0.001699,0.019617,0.097830,-0.873421,-55.848679,885.249268
340,0,-0.002607,0.021434,0.106710,-0.758280,-55.064457,884.313049
341,0,-0.000648,0.017599,0.105101,0.119933,-54.962551,883.688721
342,0,0.001065,0.011736,0.103580,1.098486,-54.870831,883.051392
343,0,0.000694,0.005592,0.100986,2.170527,-54.829952,882.458801
344,0,-0.000437,0.000644,0.099323,3.310304,-54.866695,881.892456
345,0,-0.000462,-0.000680,0.099603,4.471214,-54.744244,881.433777
346,0,-0.000712,0.002439,0.103535,5.848651,-55.205612,881.046814
347,0,0.000146,0.002445,0.104935,7.139556,-55.170979,880.707397
348,0,0.002612,-0.000623,0.104616,8.614382,-55.563225,880.236023
349,0,0.005237,-0.006341,0.103481,10.060272,-55.789570,880.002686
350,0,0.007897,-0.011943,0.104264,11.489922,-56.054539,879.977905
351,0,0.010030,-0.019243,0.102933,12.880923,-56.533741,879.908569
352,0,0.011682,-0.026362,0.102105,14.336307,-57.036579,879.922485
353,0,0.010460,-0.032933,0.102563,15.767191,-57.626316,879.801331
354,0,0.007030,-0.036780,0.100470,16.980577,-58.316757,879.728210
355,0,0.002469,-0.046689,0.090906,18.327850,-59.105957,879.891052
356,0,-0.002916,-0.050408,0.090366,19.469004,-59.615929,879.895569
357,0,-0.009058,-0.053866,0.087829,20.442751,-60.368942,879.877075
358,0,-0.010766,-0.055323,0.089274,21.306370,-61.041740,879.844666
359,0,-0.009432,-0.058318,0.088833,22.089603,-61.647789,879.857727
360,0,-0.008049,-0.059048,0.089121,22.620321,-62.360474,879.856445
361,0,-0.005204,-0.061866,0.088647,23.118263,-63.099628,879.878113
362,0,-0.003783,-0.062909,0.087731,23.363188,-63.841969,879.908936
363,0,-0.004373,-0.064170,0.087166,23.488426,-64.549210,880.051758
364,0,-0.006046,-0.064337,0.087428,23.467386,-65.246208,880.107483
365,0,-0.008511,-0.061567,0.089424,23.274754,-65.997704,880.039856
366,0,-0.007226,-0.058012,0.090808,23.075815,-66.601723,879.699890
367,0,-0.008421,-0.054401,0.090978,22.658739,-67.410202,879.803101
368,0,-0.005946,-0.053725,0.089820,22.172737,-68.257660,879.841919
369,0,-0.005371,-0.051876,0.090320,21.479717,-69.151047,879.827698
370,0,-0.002926,-0.048804,0.096619,20.391586,-69.931679,880.006348
