Objects
50
,,Global Angle wwww_3:wwww_3,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm
265,0,0.012313,0.074483,0.232213,-151.811020,64.358780,1211.572144
266,0,0.010020,0.071851,0.231255,-149.619659,64.777588,1204.043579
267,0,0.008150,0.067146,0.229810,-147.210175,65.280510,1196.035889
268,0,0.008389,0.060075,0.228802,-144.721756,65.701469,1187.840332
269,0,0.012183,0.051536,0.226891,-142.156830,66.169838,1179.128784
270,0,0.014650,0.046350,0.225783,-139.439774,66.394714,1169.985596
271,0,0.018184,0.043736,0.224319,-136.691040,66.908691,1160.594482
272,0,0.020387,0.041868,0.223335,-133.836899,67.292923,1150.717407
273,0,0.022688,0.042718,0.221539,-130.954605,67.551483,1140.473389
274,0,0.026668,0.042015,0.219955,-127.977043,67.848534,1129.881104
275,0,0.027066,0.042364,0.218818,-125.042587,68.108643,1118.856201
276,0,0.025590,0.038097,0.218371,-121.822014,68.274117,1107.626343
277,0,0.022640,0.036347,0.217924,-118.669365,68.415642,1096.161499
278,0,0.021780,0.037428,0.217008,-115.545128,68.516617,1084.161987
279,0,0.021839,0.041627,0.215252,-112.297554,68.336166,1072.106567
280,0,0.021605,0.047083,0.214582,-108.958710,68.264481,1059.874878
281,0,0.019346,0.051863,0.213986,-105.573479,68.175377,1047.333008
282,0,0.019237,0.056706,0.214280,-101.954140,67.731689,1034.670532
283,0,0.019157,0.057339,0.212693,-98.403496,67.483673,1021.866699
284,0,0.018382,0.056924,0.211597,-94.746544,67.145943,1008.864624
285,0,0.016149,0.058977,0.209644,-90.867836,66.843048,995.756958
286,0,0.019490,0.055429,0.202701,-87.135399,65.368034,983.023193
287,0,0.016635,0.056185,0.201627,-83.053139,64.922333,969.950623
288,0,0.017245,0.052743,0.201074,-78.878395,64.453140,956.770264
289,0,0.019999,0.045725,0.200151,-74.651711,63.980549,943.643311
290,0,0.018745,0.035508,0.201547,-70.155571,63.575134,930.695862
291,0,0.015553,0.026223,0.202965,-65.614342,63.170067,917.895325
292,0,0.015036,0.016121,0.202683,-61.125965,62.572948,905.082581
293,0,0.014613,0.006864,0.203543,-56.747540,61.937023,892.695862
294,0,0.012236,0.000360,0.203371,-52.338192,61.452930,880.385742
295,0,0.009613,-0.006502,0.202843,-47.200787,60.688118,867.656189
296,0,0.006670,-0.011865,0.202250,-43.051571,60.147003,855.948730
297,0,0.003566,-0.016044,0.203993,-39.094009,59.521267,844.298767
298,0,0.000334,-0.020014,0.207592,-35.413830,59.127140,832.558472
299,0,-0.005038,-0.020045,0.212122,-32.159042,59.301678,820.653198
300,0,-0.006643,-0.021808,0.213851,-28.812754,58.810928,809.435974
301,0,-0.005579,-0.025184,0.213617,-25.419395,58.564907,798.595093
302,0,-0.000187,-0.021361,0.218908,-22.870344,58.330612,788.071472
303,0,0.008248,-0.020438,0.216896,-19.814611,58.012333,777.743225
304,0,0.011302,-0.011951,0.214327,-17.396736,57.458771,767.950256
305,0,0.009496,-0.011321,0.215093,-14.919171,56.789234,758.244202
306,0,0.003983,-0.010046,0.215759,-12.675961,56.052876,748.914001
307,0,-0.000280,-0.010313,0.216739,-10.518213,55.193115,739.897766
308,0,-0.001931,-0.008534,0.216829,-8.672970,54.252926,731.238098
309,0,-0.002723,-0.009089,0.217556,-6.891752,53.385761,722.982056
310,0,-0.005542,-0.010244,0.218965,-5.187800,52.416515,715.180847
311,0,-0.009169,-0.014059,0.220946,-3.590766,51.447601,707.735535
312,0,-0.011340,-0.013444,0.221491,-2.292124,50.404266,700.698364
313,0,-0.009298,-0.008173,0.221935,-1.115127,49.384274,694.069824
314,0,-0.005660,0.002920,0.221645,-0.086147,48.498161,687.730835
315,0,-0.005708,0.010997,0.222631,0.952118,47.582077,681.658203
316,0,-0.010850,0.014992,0.224042,1.959694,46.600761,675.718994
317,0,-0.017216,0.018348,0.224106,2.793730,45.820728,670.351013
318,0,-0.021712,0.020727,0.223595,3.634916,44.917217,665.175964
319,0,-0.021385,0.019538,0.227416,4.679080,44.051971,660.353333
320,0,-0.021505,0.020334,0.228499,5.493896,43.233898,656.103210
321,0,-0.019836,0.018889,0.228424,6.297656,42.684414,652.386658
322,0,-0.017550,0.011609,0.227750,7.033716,42.049217,649.224792
323,0,-0.015615,-0.005382,0.227409,7.768688,41.352242,646.727783
324,0,-0.016933,-0.025091,0.224117,8.181032,40.793636,645.103882
325,0,-0.019622,-0.047731,0.223390,8.470601,40.348911,644.003723
326,0,-0.024334,-0.067982,0.222578,8.566760,39.976395,643.494019
327,0,-0.026503,-0.080983,0.222448,8.276862,39.618488,643.588318
328,0,-0.025039,-0.083493,0.222825,7.479275,39.267460,644.273376
329,0,-0.021403,-0.078381,0.223291,6.299118,38.949028,645.344421
330,0,-0.016975,-0.067029,0.223540,4.568209,38.626816,647.143860
331,0,-0.016300,-0.057986,0.222152,2.500847,38.411289,649.490051
332,0,-0.016794,-0.051565,0.222523,0.120378,38.183727,652.105164
333,0,-0.017022,-0.049108,0.222072,-2.640165,37.904018,655.483276
334,0,-0.017464,-0.049109,0.221857,-5.716660,37.706520,659.352295
335,0,-0.019385,-0.047021,0.221904,-9.056117,37.538609,663.391663
336,0,-0.020629,-0.037396,0.222314,-12.666245,37.434013,667.929260
337,0,-0.021695,-0.022703,0.223414,-16.490898,37.383160,672.700317
338,0,-0.020369,-0.005427,0.224469,-20.488447,37.315460,677.829590
339,0,-0.017089,0.012388,0.224857,-24.722834,37.223125,683.516846
340,0,-0.016732,0.024354,0.224633,-28.846197,37.315800,689.283264
341,0,-0.020742,0.029279,0.225277,-32.945503,37.413399,695.424072
342,0,-0.023853,0.031102,0.226405,-37.152847,37.480629,701.987061
343,0,-0.024711,0.028971,0.225923,-41.312954,37.912407,708.839111
344,0,-0.022329,0.028964,0.225859,-45.452122,38.186913,715.937988
345,0,-0.022325,0.028697,0.226576,-49.491009,38.412975,723.444092
346,0,-0.019461,0.031139,0.230052,-53.165966,38.600910,731.096130
347,0,-0.019868,0.036459,0.227897,-57.293045,39.096752,739.242126
348,0,-0.017315,0.039595,0.228621,-61.072422,39.498383,747.596619
349,0,-0.013374,0.040379,0.227382,-65.010300,40.032894,756.191589
350,0,-0.009989,0.030739,0.228549,-68.694221,40.546898,764.897583
351,0,-0.009973,0.017043,0.227874,-72.512260,41.091984,774.005310
352,0,-0.007566,0.006285,0.228429,-76.135422,41.652241,783.106628
353,0,-0.002916,0.007838,0.228089,-79.881500,42.226555,792.190796
354,0,0.005745,0.022091,0.228974,-83.750275,42.739300,801.692688
355,0,0.011610,0.037935,0.230544,-87.451591,43.282459,810.653259
356,0,0.016119,0.055865,0.231509,-91.175240,43.685532,820.093506
357,0,0.019216,0.063179,0.232620,-94.624519,43.955044,829.664124
358,0,0.017719,0.060941,0.232222,-97.920242,44.266762,839.071899
359,0,0.015653,0.052912,0.230910,-101.135483,44.399456,848.721680
360,0,0.010985,0.043650,0.229968,-104.205345,44.523781,858.249634
361,0,0.005186,0.039122,0.228171,-107.070145,44.789703,867.753479
362,0,0.005774,0.043971,0.227943,-110.030930,44.932442,877.470581
363,0,0.008914,0.053529,0.227008,-112.817673,44.865948,886.842102
364,0,0.015356,0.064245,0.228965,-115.529480,45.486889,895.676575
365,0,0.012020,0.064684,0.226770,-117.943245,45.415375,904.934387
366,0,0.009768,0.058443,0.228543,-120.113701,45.336807,913.998169
367,0,0.007068,0.055092,0.226632,-122.216919,45.090679,922.630249
368,0,0.008933,0.055292,0.225770,-124.282341,45.028988,931.101135
369,0,0.010995,0.061035,0.224881,-126.128479,44.969639,939.332947
370,0,0.012591,0.067579,0.225131,-127.905724,44.806206,947.411011
371,0,0.012732,0.073032,0.224974,-129.413864,44.554436,955.502930
372,0,0.012673,0.074089,0.225059,-130.792267,44.173573,962.979065
373,0,0.013019,0.071220,0.223647,-132.006012,43.898598,970.336731
374,0,0.010886,0.064533,0.222405,-132.992294,43.635937,977.625366
375,0,0.007041,0.057667,0.221445,-133.838028,43.257492,984.815430
